"year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party_detailed","writein","mode","candidatevotes","totalvotes","unofficial","version","party_simplified"
2004,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"CHRISTOPHER J. DODD","DEMOCRAT",FALSE,"total",945347,1424726,FALSE,"20210114","DEMOCRAT"
2004,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen",FALSE,"TIMOTHY A. KNIBBS","CONCERNED CITIZENS",FALSE,"total",12442,1424726,FALSE,"20210114","OTHER"
2004,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",16,7429894,FALSE,"20210114","OTHER"
2004,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",27,7429894,FALSE,"20210114","OTHER"
2004,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",119,7429894,FALSE,"20210114","OTHER"
2004,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"MEL MARTINEZ","REPUBLICAN",FALSE,"total",3672864,7429894,FALSE,"20210114","REPUBLICAN"
2004,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",25,7429894,FALSE,"20210114","OTHER"
2004,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"BETTY CASTOR","DEMOCRAT",FALSE,"total",3590201,7429894,FALSE,"20210114","DEMOCRAT"
2004,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen",FALSE,"DENNIS F. BRADLEY","VETERANS PARTY OF AMERICA",FALSE,"total",166642,7429894,FALSE,"20210114","OTHER"
2004,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",7,3220981,FALSE,"20210114","OTHER"
2004,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,"JOHNNY ISAKSON","REPUBLICAN",FALSE,"total",1864202,3220981,FALSE,"20210114","REPUBLICAN"
2004,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",31,3220981,FALSE,"20210114","OTHER"
2004,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,"DENISE L. MAJETTE","DEMOCRAT",FALSE,"total",1287690,3220981,FALSE,"20210114","DEMOCRAT"
2004,"GEORGIA","GA",13,58,44,"US SENATE","statewide","gen",FALSE,"ALLEN BUCKLEY","LIBERTARIAN",FALSE,"total",69051,3220981,FALSE,"20210114","LIBERTARIAN"
2004,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen",FALSE,"DANIEL K. INOUYE","DEMOCRAT",FALSE,"total",313629,415347,FALSE,"20210114","DEMOCRAT"
2004,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen",FALSE,"JIM BREWER","NONPARTISAN",FALSE,"total",9269,415347,FALSE,"20210114","OTHER"
2004,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen",FALSE,"CAM CAVASSO","REPUBLICAN",FALSE,"total",87172,415347,FALSE,"20210114","REPUBLICAN"
2004,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen",FALSE,"JEFF MALLAN","LIBERTARIAN",FALSE,"total",5277,415347,FALSE,"20210114","LIBERTARIAN"
2004,"IDAHO","ID",16,82,63,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",4136,503932,FALSE,"20210114","OTHER"
2004,"IDAHO","ID",16,82,63,"US SENATE","statewide","gen",FALSE,"MIKE CRAPO","REPUBLICAN",FALSE,"total",499796,503932,FALSE,"20210114","REPUBLICAN"
2004,"ILLINOIS","IL",17,33,21,"US SENATE","statewide","gen",FALSE,"JERRY KOHN","LIBERTARIAN",FALSE,"total",69253,5141520,FALSE,"20210114","LIBERTARIAN"
2004,"ILLINOIS","IL",17,33,21,"US SENATE","statewide","gen",FALSE,"ALAN KEYES","REPUBLICAN",FALSE,"total",1390690,5141520,FALSE,"20210114","REPUBLICAN"
2004,"ILLINOIS","IL",17,33,21,"US SENATE","statewide","gen",FALSE,"BARACK OBAMA","DEMOCRAT",FALSE,"total",3597456,5141520,FALSE,"20210114","DEMOCRAT"
2004,"ILLINOIS","IL",17,33,21,"US SENATE","statewide","gen",FALSE,"ALBERT J. FRANZEN","INDEPENDENT",FALSE,"total",81164,5141520,FALSE,"20210114","OTHER"
2004,"ILLINOIS","IL",17,33,21,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",2957,5141520,FALSE,"20210114","OTHER"
2004,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen",FALSE,"ALBERT BARGER","LIBERTARIAN",FALSE,"total",27344,2428233,FALSE,"20210114","LIBERTARIAN"
2004,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen",FALSE,"MARVIN SCOTT","REPUBLICAN",FALSE,"total",903913,2428233,FALSE,"20210114","REPUBLICAN"
2004,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen",FALSE,"EVAN BAYH","DEMOCRAT",FALSE,"total",1496976,2428233,FALSE,"20210114","DEMOCRAT"
2004,"IOWA","IA",19,42,31,"US SENATE","statewide","gen",FALSE,"ARTHUR SMALL","DEMOCRAT",FALSE,"total",412365,1479228,FALSE,"20210114","DEMOCRAT"
2004,"IOWA","IA",19,42,31,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",475,1479228,FALSE,"20210114","OTHER"
2004,"IOWA","IA",19,42,31,"US SENATE","statewide","gen",FALSE,"CHRISTY ANN WELTY","LIBERTARIAN",FALSE,"total",15218,1479228,FALSE,"20210114","LIBERTARIAN"
2004,"IOWA","IA",19,42,31,"US SENATE","statewide","gen",FALSE,"EDWIN FRUIT","SOCIALIST WORKERS",FALSE,"total",1874,1479228,FALSE,"20210114","OTHER"
2004,"IOWA","IA",19,42,31,"US SENATE","statewide","gen",FALSE,"DARYL A. NORTHROP","GREEN",FALSE,"total",11121,1479228,FALSE,"20210114","OTHER"
2004,"IOWA","IA",19,42,31,"US SENATE","statewide","gen",FALSE,"CHARLES E. GRASSLEY","REPUBLICAN",FALSE,"total",1038175,1479228,FALSE,"20210114","REPUBLICAN"
2004,"KANSAS","KS",20,47,32,"US SENATE","statewide","gen",FALSE,"GEORGE COOK","REFORM",FALSE,"total",15980,1129022,FALSE,"20210114","OTHER"
2004,"KANSAS","KS",20,47,32,"US SENATE","statewide","gen",FALSE,"LEE JONES","DEMOCRAT",FALSE,"total",310337,1129022,FALSE,"20210114","DEMOCRAT"
2004,"KANSAS","KS",20,47,32,"US SENATE","statewide","gen",FALSE,"STEVEN A. ROSILE","LIBERTARIAN",FALSE,"total",21842,1129022,FALSE,"20210114","LIBERTARIAN"
2004,"KANSAS","KS",20,47,32,"US SENATE","statewide","gen",FALSE,"SAM BROWNBACK","REPUBLICAN",FALSE,"total",780863,1129022,FALSE,"20210114","REPUBLICAN"
2004,"KENTUCKY","KY",21,61,51,"US SENATE","statewide","gen",FALSE,"DANIEL MONGIARDO","DEMOCRAT",FALSE,"total",850855,1724362,FALSE,"20210114","DEMOCRAT"
2004,"KENTUCKY","KY",21,61,51,"US SENATE","statewide","gen",FALSE,"JIM BUNNING","REPUBLICAN",FALSE,"total",873507,1724362,FALSE,"20210114","REPUBLICAN"
2004,"LOUISIANA","LA",22,72,45,"US SENATE","statewide","gen",FALSE,"JOHN KENNEDY","DEMOCRAT",FALSE,"total",275821,1848056,FALSE,"20210114","DEMOCRAT"
2004,"LOUISIANA","LA",22,72,45,"US SENATE","statewide","gen",FALSE,"RICHARD M. FONTANESI","OTHER",FALSE,"total",15097,1848056,FALSE,"20210114","OTHER"
2004,"LOUISIANA","LA",22,72,45,"US SENATE","statewide","gen",FALSE,"SAM HOUSTON MELTON, JR.","DEMOCRAT",FALSE,"total",12289,1848056,FALSE,"20210114","DEMOCRAT"
2004,"LOUISIANA","LA",22,72,45,"US SENATE","statewide","gen",FALSE,"CHRISTOPHER JOHN","DEMOCRAT",FALSE,"total",542150,1848056,FALSE,"20210114","DEMOCRAT"
2004,"LOUISIANA","LA",22,72,45,"US SENATE","statewide","gen",FALSE,"DAVID VITTER","REPUBLICAN",FALSE,"total",943014,1848056,FALSE,"20210114","REPUBLICAN"
2004,"LOUISIANA","LA",22,72,45,"US SENATE","statewide","gen",FALSE,"ARTHUR A. MORRELL","DEMOCRAT",FALSE,"total",47222,1848056,FALSE,"20210114","DEMOCRAT"
2004,"LOUISIANA","LA",22,72,45,"US SENATE","statewide","gen",FALSE,"R. A. ""SKIP"" GALAN","OTHER",FALSE,"total",12463,1848056,FALSE,"20210114","OTHER"
2004,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",47,2321931,FALSE,"20210114","OTHER"
2004,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,"BARBARA A. MIKULSKI","DEMOCRAT",FALSE,"total",1504691,2321931,FALSE,"20210114","DEMOCRAT"
2004,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,"E. J. PIPKIN","REPUBLICAN",FALSE,"total",783055,2321931,FALSE,"20210114","REPUBLICAN"
2004,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",204,2321931,FALSE,"20210114","OTHER"
2004,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",109,2321931,FALSE,"20210114","OTHER"
2004,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,"THOMAS TRUMP","CONSTITUTION",FALSE,"total",9009,2321931,FALSE,"20210114","OTHER"
2004,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen",FALSE,"MARIA ALLWINE","GREEN",FALSE,"total",24816,2321931,FALSE,"20210114","OTHER"
2004,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"NANCY FARMER","DEMOCRAT",FALSE,"total",1158261,2706402,FALSE,"20210114","DEMOCRAT"
2004,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"DON GRIFFIN","CONSTITUTION",FALSE,"total",10404,2706402,FALSE,"20210114","OTHER"
2004,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"CHRISTOPHER S. BOND","REPUBLICAN",FALSE,"total",1518089,2706402,FALSE,"20210114","REPUBLICAN"
2004,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen",FALSE,"KEVIN TULL","LIBERTARIAN",FALSE,"total",19648,2706402,FALSE,"20210114","LIBERTARIAN"
2004,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"RICHARD ZISER","REPUBLICAN",FALSE,"total",284640,810068,FALSE,"20210114","REPUBLICAN"
2004,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"HARRY REID","DEMOCRAT",FALSE,"total",494805,810068,FALSE,"20210114","DEMOCRAT"
2004,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"OTHER","",FALSE,"total",12968,810068,FALSE,"20210114","OTHER"
2004,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"GARY MARINCH","NATURAL LAW",FALSE,"total",2095,810068,FALSE,"20210114","OTHER"
2004,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"DAVID K. SCHUMANN","INDEPENDENT AMERICAN",FALSE,"total",6001,810068,FALSE,"20210114","OTHER"
2004,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen",FALSE,"THOMAS L. HURST","LIBERTARIAN",FALSE,"total",9559,810068,FALSE,"20210114","LIBERTARIAN"
2004,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",102,657086,FALSE,"20210114","OTHER"
2004,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"DORIS R. HADDOCK","DEMOCRAT",FALSE,"total",221549,657086,FALSE,"20210114","DEMOCRAT"
2004,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"BLANK VOTE/SCATTERING","",FALSE,"total",588,657086,FALSE,"20210114","OTHER"
2004,"NEW HAMPSHIRE","NH",33,12,4,"US SENATE","statewide","gen",FALSE,"JUDD GREGG","REPUBLICAN",FALSE,"total",434847,657086,FALSE,"20210114","REPUBLICAN"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"DAVID E. MCREYNOLDS","GREEN",FALSE,"total",36942,7447818,FALSE,"20210114","OTHER"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"CHARLES E. SCHUMER","INDEPENDENCE",FALSE,"total",216198,7447818,FALSE,"20210114","OTHER"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"DONALD SILBERGER","LIBERTARIAN",FALSE,"total",19073,7447818,FALSE,"20210114","LIBERTARIAN"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"BLANK VOTE/SCATTERING","",FALSE,"total",744943,7447818,FALSE,"20210114","OTHER"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"MARILYN F. O'GRADY","CONSERVATIVE",FALSE,"total",220960,7447818,FALSE,"20210114","OTHER"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"CHARLES E. SCHUMER","WORKING FAMILIES",FALSE,"total",168719,7447818,FALSE,"20210114","OTHER"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"ABRAHAM HIRSCHFELD","BUILDERS",FALSE,"total",16196,7447818,FALSE,"20210114","OTHER"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"HOWARD MILLS","REPUBLICAN",FALSE,"total",1625069,7447818,FALSE,"20210114","REPUBLICAN"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"CHARLES E. SCHUMER","DEMOCRAT",FALSE,"total",4384907,7447818,FALSE,"20210114","DEMOCRAT"
2004,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen",FALSE,"MARTIN KOPPEL","SOCIALIST WORKERS",FALSE,"total",14811,7447818,FALSE,"20210114","OTHER"
2004,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"ERSKINE BOWLES","DEMOCRAT",FALSE,"total",1632527,3472082,FALSE,"20210114","DEMOCRAT"
2004,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",362,3472082,FALSE,"20210114","OTHER"
2004,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"TOM BAILEY","LIBERTARIAN",FALSE,"total",47743,3472082,FALSE,"20210114","LIBERTARIAN"
2004,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen",FALSE,"RICHARD BURR","REPUBLICAN",FALSE,"total",1791450,3472082,FALSE,"20210114","REPUBLICAN"
2004,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"BYRON L. DORGAN","DEMOCRAT",FALSE,"total",212143,310696,FALSE,"20210114","DEMOCRAT"
2004,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen",FALSE,"MIKE LIFFRIG","REPUBLICAN",FALSE,"total",98553,310696,FALSE,"20210114","REPUBLICAN"
2004,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",296,5425823,FALSE,"20210114","OTHER"
2004,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"ERIC D. FINGERHUT","DEMOCRAT",FALSE,"total",1961171,5425823,FALSE,"20210114","DEMOCRAT"
2004,"OHIO","OH",39,31,24,"US SENATE","statewide","gen",FALSE,"GEORGE V. VOINOVICH","REPUBLICAN",FALSE,"total",3464356,5425823,FALSE,"20210114","REPUBLICAN"
2004,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"BRAD CARSON","DEMOCRAT",FALSE,"total",596750,1446846,FALSE,"20210114","DEMOCRAT"
2004,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"SHEILA BILYEU","INDEPENDENT",FALSE,"total",86663,1446846,FALSE,"20210114","OTHER"
2004,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen",FALSE,"TOM COBURN","REPUBLICAN",FALSE,"total",763433,1446846,FALSE,"20210114","REPUBLICAN"
2004,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"TERESA KEANE","PACIFIC GREEN",FALSE,"total",43053,1780550,FALSE,"20210114","OTHER"
2004,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"DAN FITZGERALD","LIBERTARIAN",FALSE,"total",29582,1780550,FALSE,"20210114","LIBERTARIAN"
2004,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"OTHER","",FALSE,"total",1536,1780550,FALSE,"20210114","OTHER"
2004,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"AL KING","REPUBLICAN",FALSE,"total",565254,1780550,FALSE,"20210114","REPUBLICAN"
2004,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"RON WYDEN","DEMOCRAT",FALSE,"total",1128728,1780550,FALSE,"20210114","DEMOCRAT"
2004,"OREGON","OR",41,92,72,"US SENATE","statewide","gen",FALSE,"DAVID BROWNLOW","CONSTITUTION",FALSE,"total",12397,1780550,FALSE,"20210114","OTHER"
2004,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"BETSY SUMMER","LIBERTARIAN",FALSE,"total",79263,5559105,FALSE,"20210114","LIBERTARIAN"
2004,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"JAMES N. CLYMER","CONSTITUTION",FALSE,"total",220056,5559105,FALSE,"20210114","OTHER"
2004,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"ARLEN SPECTER","REPUBLICAN",FALSE,"total",2925080,5559105,FALSE,"20210114","REPUBLICAN"
2004,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"BLANK VOTE/SCATTERING","",FALSE,"total",580,5559105,FALSE,"20210114","OTHER"
2004,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen",FALSE,"JOSEPH M. HOEFFEL","DEMOCRAT",FALSE,"total",2334126,5559105,FALSE,"20210114","DEMOCRAT"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"TEE FERGUSON","UNITED CITIZENS",FALSE,"total",5859,1597221,FALSE,"20210114","OTHER"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",1286,1597221,FALSE,"20210114","OTHER"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"PATRICK TYNDALL","CONSTITUTION",FALSE,"total",13464,1597221,FALSE,"20210114","OTHER"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"REBEKAH E. SUTHERLAND","LIBERTARIAN",FALSE,"total",10678,1597221,FALSE,"20210114","LIBERTARIAN"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"JIM DEMINT","REPUBLICAN",FALSE,"total",857167,1597221,FALSE,"20210114","REPUBLICAN"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"INEZ TENENBAUM","DEMOCRAT",FALSE,"total",704384,1597221,FALSE,"20210114","DEMOCRAT"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"EFIA NWANGAZA","GREEN",FALSE,"total",4245,1597221,FALSE,"20210114","OTHER"
2004,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen",FALSE,"EFIA NWANGAZA","INDEPENDENCE",FALSE,"total",138,1597221,FALSE,"20210114","OTHER"
2004,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen",FALSE,"TOM DASCHLE","DEMOCRAT",FALSE,"total",193340,391188,FALSE,"20210114","DEMOCRAT"
2004,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen",FALSE,"JOHN THUNE","REPUBLICAN",FALSE,"total",197848,391188,FALSE,"20210114","REPUBLICAN"
2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"R. PAUL VAN DAM","DEMOCRAT",FALSE,"total",258955,911726,FALSE,"20210114","DEMOCRAT"
2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"ROBERT F. BENNETT","REPUBLICAN",FALSE,"total",626640,911726,FALSE,"20210114","REPUBLICAN"
2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",18,911726,FALSE,"20210114","OTHER"
2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,NA,NA,TRUE,"total",8824,911726,FALSE,"20210114","OTHER"
2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen",FALSE,"GARY R. VAN HORN","CONSTITUTION",FALSE,"total",17289,911726,FALSE,"20210114","OTHER"
2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen",FALSE,"BEN MITCHELL","LIBERTY UNION",FALSE,"total",879,307208,FALSE,"20210114","OTHER"
